102.140.128.0,102.140.159.255,8192,25/06/18,
146.196.128.0,146.196.255.255,32768,19/04/16,
155.251.0.0,155.251.255.255,65536,19/04/16,
160.182.0.0,160.183.255.255,131072,19/04/16,
197.242.128.0,197.242.143.255,4096,15/03/12,
197.255.192.0,197.255.207.255,4096,26/04/11,
212.60.64.0,212.60.95.255,8192,12/06/98,

