41.75.64.0,41.75.79.255,4096,25/11/10,
102.129.64.0,102.129.95.255,8192,30/10/18,
102.141.0.0,102.141.63.255,16384,27/07/18,
160.113.0.0,160.113.255.255,65536,25/09/17,
197.214.128.0,197.214.255.255,32768,04/02/13,
197.255.176.0,197.255.191.255,4096,21/04/11,

