46.172.224.0,46.172.255.255,8192,04/01/11,ANDORRA TELECOM SAU
85.94.160.0,85.94.191.255,8192,04/01/05,ANDORRA TELECOM SAU
91.187.64.0,91.187.95.255,8192,17/11/06,ANDORRA TELECOM SAU
109.111.96.0,109.111.127.255,8192,24/11/09,ANDORRA TELECOM SAU
194.158.64.0,194.158.95.255,8192,27/06/96,ANDORRA TELECOM SAU

