41.189.192.0,41.189.223.255,8192,08/05/09,
41.243.0.0,41.243.255.255,65536,15/08/13,
169.159.208.0,169.159.223.255,4096,18/02/16,
196.200.192.0,196.200.207.255,4096,30/09/15,
197.189.0.0,197.189.127.255,32768,17/05/13,

