41.74.64.0,41.74.79.255,4096,22/03/10,
41.208.64.0,41.208.127.255,16384,12/05/06,
41.242.16.0,41.242.31.255,4096,26/07/13,
41.252.0.0,41.255.255.255,262144,12/06/07,
62.68.32.0,62.68.63.255,8192,25/01/09,
62.240.32.0,62.240.63.255,8192,19/05/00,
102.69.0.0,102.69.127.255,32768,14/12/18,
154.127.64.0,154.127.79.255,4096,30/06/14,
156.38.32.0,156.38.63.255,8192,31/07/17,
165.16.0.0,165.16.127.255,32768,30/09/16,
197.215.128.0,197.215.159.255,8192,05/02/13,

